"x"
791054.697252497
11772935.4611841
409944.36185485
250534.445407009
414518.158783462
8935699.16578115
388311.146428534
554564.036797086
3254865.31239862
1747915.40278116
494307.6243349
2256328.51453255
1023695.22027378
557671.372812081
2046609.77114222
2146729.45658656
1211359.0074193
1189040.20704505
820774.417542875
1404658.04663095
8594845.19343281
640971.286619591
710502.235310744
163604.326114654
1005933.30358034
412796.734554177
1590456.58044874
1411648.29798602
422919.570496115
2990094.86749199
1387030.04089979
9307972.85195143
599927.981378284
701368.128588923
289953.214997996
4952068.19975957
177101.129548737
3316136.66438291
2727903.82861887
285278.474299162
1804205.02594178
1804205.02594178
1804205.02594178
