"Predator_ID","month","year","latitude","longitude","predator_age","prey_name","prey_wt","prey_length","prey_age","source"
"63519",5,1998,46.19907,-124.6066,8,"other",17.051,145,NA,"CCTD"
"63520",5,1998,46.19907,-124.6066,7,"other",29.236,152,NA,"CCTD"
"63520",5,1998,46.19907,-124.6066,7,"other",29.236,115,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,15.98,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,16.15,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,15.3,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,13.94,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,14.62,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,15.47,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,15.98,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,14.96,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,16.49,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,15.47,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,15.64,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,16.66,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,16.15,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,15.3,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,13.6,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,17.51,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,15.13,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,14.62,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,14.45,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,13.94,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,16.83,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,11.05,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,14.11,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,17,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,16.49,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,15.64,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,15.64,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,18.02,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,13.94,NA,"CCTD"
"63521",5,1998,46.19907,-124.6066,5,"other",11.882,18.36,NA,"CCTD"
"63526",5,1998,46.19907,-124.6066,6,"other",1.039,135,NA,"CCTD"
"63528",5,1998,46.58333,-124.3491,7,"other",26.281,80,NA,"CCTD"
"63528",5,1998,46.58333,-124.3491,7,"other",26.281,95,NA,"CCTD"
"63528",5,1998,46.58333,-124.3491,7,"other",26.281,75,NA,"CCTD"
"63528",5,1998,46.58333,-124.3491,7,"other",26.281,90,NA,"CCTD"
"63529",5,1998,46.58333,-124.3491,6,"other",8.326,92,NA,"CCTD"
"63534",5,1998,46.51593,-124.3385,7,"other",11.854,121,NA,"CCTD"
"63535",5,1998,46.51593,-124.3385,6,"other",13.799,128,NA,"CCTD"
"63536",5,1998,46.51593,-124.3385,6,"other",2.735,91,NA,"CCTD"
"63536",5,1998,46.51593,-124.3385,6,"other",13.123,116,NA,"CCTD"
"63537",5,1998,46.51593,-124.3385,7,"other",14.351,117,NA,"CCTD"
"63538",5,1998,46.51593,-124.3385,7,"other",7.084,114,NA,"CCTD"
"63538",5,1998,46.51593,-124.3385,7,"other",13.277,120,NA,"CCTD"
"63539",5,1998,46.51593,-124.3385,6,"other",6.803,85,NA,"CCTD"
"63539",5,1998,46.51593,-124.3385,6,"other",17.107,119,NA,"CCTD"
"63539",5,1998,46.51593,-124.3385,6,"other",17.107,95,NA,"CCTD"
"63539",5,1998,46.51593,-124.3385,6,"other",0.029,12.92,NA,"CCTD"
"63540",5,1998,46.51593,-124.3385,6,"other",6.235,87,NA,"CCTD"
"63541",5,1998,46.51593,-124.3385,5,"other",10.029,114,NA,"CCTD"
"63541",5,1998,46.51593,-124.3385,5,"other",5.02,50,NA,"CCTD"
"63542",5,1998,46.51593,-124.3385,7,"other",1.571,75,NA,"CCTD"
"63542",5,1998,46.51593,-124.3385,7,"other",11.503,121,NA,"CCTD"
"63543",5,1998,46.51593,-124.3385,6,"other",10.754,117,NA,"CCTD"
"63544",5,1998,46.51593,-124.3385,7,"other",1.55,47,NA,"CCTD"
"63544",5,1998,46.51593,-124.3385,7,"other",1.55,47,NA,"CCTD"
"63544",5,1998,46.51593,-124.3385,7,"other",7.148,97,NA,"CCTD"
"63545",5,1998,46.51593,-124.3385,6,"other",0.296,37,NA,"CCTD"
"63545",5,1998,46.51593,-124.3385,6,"other",0.38,27,NA,"CCTD"
"63545",5,1998,46.51593,-124.3385,6,"other",12.348,116,NA,"CCTD"
"63546",5,1998,46.51593,-124.3385,6,"other",54.869,124,NA,"CCTD"
"63546",5,1998,46.51593,-124.3385,6,"other",54.869,169,NA,"CCTD"
"63546",5,1998,46.51593,-124.3385,6,"other",54.869,70,NA,"CCTD"
"63547",5,1998,46.51593,-124.3385,6,"other",11.772,119,NA,"CCTD"
"63548",5,1998,46.51593,-124.3385,6,"other",0.449,40,NA,"CCTD"
"63549",5,1998,46.51593,-124.3385,5,"other",10.094,89,NA,"CCTD"
"63550",5,1998,46.51593,-124.3385,5,"other",6.871,85,NA,"CCTD"
"63550",5,1998,46.51593,-124.3385,5,"other",41.196,119,NA,"CCTD"
"63550",5,1998,46.51593,-124.3385,5,"other",41.196,124,NA,"CCTD"
"63550",5,1998,46.51593,-124.3385,5,"other",41.196,122,NA,"CCTD"
"63551",5,1998,46.51593,-124.3385,6,"other",25.456,111,NA,"CCTD"
"63551",5,1998,46.51593,-124.3385,6,"other",25.456,117,NA,"CCTD"
"63552",5,1998,46.51593,-124.3385,6,"other",51.266,113,NA,"CCTD"
"63552",5,1998,46.51593,-124.3385,6,"other",51.266,121,NA,"CCTD"
"63552",5,1998,46.51593,-124.3385,6,"other",51.266,115,NA,"CCTD"
"63552",5,1998,46.51593,-124.3385,6,"other",51.266,112,NA,"CCTD"
"63553",5,1998,46.51593,-124.3385,6,"other",6.434,90,NA,"CCTD"
"63554",5,1998,46.51593,-124.3385,6,"other",25.123,114,NA,"CCTD"
"63554",5,1998,46.51593,-124.3385,6,"other",25.123,119,NA,"CCTD"
"63555",5,1998,46.51593,-124.3385,5,"other",5.957,93,NA,"CCTD"
"63556",5,1998,46.51593,-124.3385,6,"other",4.402,70,NA,"CCTD"
"63557",5,1998,46.51593,-124.3385,6,"other",18.247,103,NA,"CCTD"
"63557",5,1998,46.51593,-124.3385,6,"other",18.247,113,NA,"CCTD"
"63558",5,1998,46.51593,-124.3385,6,"other",13.696,125,NA,"CCTD"
"63559",5,1998,46.51593,-124.3385,6,"other",31.816,115,NA,"CCTD"
"63559",5,1998,46.51593,-124.3385,6,"other",31.816,112,NA,"CCTD"
"63559",5,1998,46.51593,-124.3385,6,"other",31.816,90,NA,"CCTD"
"63560",5,1998,46.51593,-124.3385,6,"other",23.688,140,NA,"CCTD"
"63561",5,1998,46.51593,-124.3385,6,"other",10.44,115,NA,"CCTD"
"63562",5,1998,46.51593,-124.3385,7,"other",0.322,42,NA,"CCTD"
"63562",5,1998,46.51593,-124.3385,7,"other",12.582,125,NA,"CCTD"
"63573",5,1998,45.97935,-124.1936,6,"other",6.838,88,NA,"CCTD"
"63573",5,1998,45.97935,-124.1936,6,"other",6.838,87,NA,"CCTD"
"63576",5,1998,45.97935,-124.1936,1,"other",0.029,5.95,NA,"CCTD"
"63576",5,1998,45.97935,-124.1936,1,"other",6.616,94,NA,"CCTD"
"63618",6,1998,45.97697,-124.2869,13,"other",NA,330,NA,"CCTD"
"63622",6,1998,45.97697,-124.2869,6,"other",58.535,230,NA,"CCTD"
"63623",6,1998,45.97697,-124.2869,6,"other",1.683,131,NA,"CCTD"
"63635",6,1998,45.97697,-124.2869,2,"other",0.008,8.33,NA,"CCTD"
"63640",6,1998,45.97697,-124.2869,5,"other",0.055,16.15,NA,"CCTD"
"63640",6,1998,45.97697,-124.2869,5,"other",0.055,19.21,NA,"CCTD"
"63642",6,1998,45.97697,-124.2869,9,"other",56.452,200,NA,"CCTD"
"63646",6,1998,45.97697,-124.2869,7,"other",52.956,185,NA,"CCTD"
"63648",6,1998,45.97697,-124.2869,12,"other",56.397,33.15,NA,"CCTD"
"63648",6,1998,45.97697,-124.2869,12,"other",56.397,32.3,NA,"CCTD"
"63649",6,1998,45.97697,-124.2869,14,"other",71.7,205,NA,"CCTD"
"63650",6,1998,45.97697,-124.2869,9,"other",8.466,185,NA,"CCTD"
"63656",6,1998,46.0947,-124.482,3,"other",0.277,14.88,NA,"CCTD"
"63656",6,1998,46.0947,-124.482,3,"other",0.277,14.4,NA,"CCTD"
"63656",6,1998,46.0947,-124.482,3,"other",0.277,16.8,NA,"CCTD"
"63656",6,1998,46.0947,-124.482,3,"other",0.277,15.68,NA,"CCTD"
"63656",6,1998,46.0947,-124.482,3,"other",0.277,16,NA,"CCTD"
"63656",6,1998,46.0947,-124.482,3,"other",0.277,15.3,NA,"CCTD"
"63656",6,1998,46.0947,-124.482,3,"other",0.211,15.2,NA,"CCTD"
"63656",6,1998,46.0947,-124.482,3,"other",0.211,13.6,NA,"CCTD"
"63656",6,1998,46.0947,-124.482,3,"other",0.211,15.3,NA,"CCTD"
"63656",6,1998,46.0947,-124.482,3,"other",0.211,7.36,NA,"CCTD"
"63656",6,1998,46.0947,-124.482,3,"other",0.211,14.4,NA,"CCTD"
"63656",6,1998,46.0947,-124.482,3,"other",0.211,13.6,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.102,17,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.102,13.44,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.102,15.04,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.053,9.18,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,10.72,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,10.72,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,7.52,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,10.08,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,7.68,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,8.48,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,8.96,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,6.08,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,7.52,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,5.28,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,10.88,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,8.96,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,7.52,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,10.56,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,7.84,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,6.08,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,8,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,8,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,7.36,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,9.6,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,7.2,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,8.8,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,7.2,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,8.67,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,7.36,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,7.36,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,9.76,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,9.28,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,8.16,NA,"CCTD"
"63662",6,1998,46.0947,-124.482,3,"other",0.722,9.6,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.68,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.2,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,2.88,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.2,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.2,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.52,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.36,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.36,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.52,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.2,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.04,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.36,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.36,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.68,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.04,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,2.88,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.36,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.2,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.36,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.2,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.2,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.36,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.36,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.04,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.4,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.218,3.2,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.115,18.56,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.115,14.4,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.115,15.81,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.261,5.6,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.261,7.2,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.261,6.56,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.261,6.4,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.261,7.14,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.053,8.8,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.053,10.72,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.053,8.8,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.053,8.67,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.053,10.4,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.053,4.8,NA,"CCTD"
"63666",6,1998,46.0947,-124.482,6,"other",0.053,9.6,NA,"CCTD"
"63670",6,1998,46.0947,-124.482,5,"other",0.092,17,NA,"CCTD"
"63670",6,1998,46.0947,-124.482,5,"other",0.092,14.45,NA,"CCTD"
"63670",6,1998,46.0947,-124.482,5,"other",0.167,15.84,NA,"CCTD"
"63670",6,1998,46.0947,-124.482,5,"other",0.167,8.16,NA,"CCTD"
"63670",6,1998,46.0947,-124.482,5,"other",0.167,11.9,NA,"CCTD"
"63670",6,1998,46.0947,-124.482,5,"other",0.167,10.4,NA,"CCTD"
"63670",6,1998,46.0947,-124.482,5,"other",0.167,10.4,NA,"CCTD"
"63670",6,1998,46.0947,-124.482,5,"other",0.167,8,NA,"CCTD"
"63670",6,1998,46.0947,-124.482,5,"other",0.167,9.6,NA,"CCTD"
"63670",6,1998,46.0947,-124.482,5,"other",0.167,11.36,NA,"CCTD"
"63670",6,1998,46.0947,-124.482,5,"other",0.167,7.04,NA,"CCTD"
"63670",6,1998,46.0947,-124.482,5,"other",0.167,7.68,NA,"CCTD"
"63670",6,1998,46.0947,-124.482,5,"other",0.167,10.88,NA,"CCTD"
"63675",6,1998,46.0947,-124.482,6,"other",0.196,32,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.025,3.91,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.025,3.74,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.474,17.28,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.474,14.24,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.474,16.64,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.474,7.65,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.474,14.08,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.474,10.56,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.474,15.2,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.474,15.68,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.474,16,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.474,15.52,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.474,14.88,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.007,1.7,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.033,6.63,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.019,2.89,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.019,2.55,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.058,10.08,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.058,7.36,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.058,8.32,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.058,8.8,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.058,8.96,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.058,11.05,NA,"CCTD"
"63678",6,1998,46.0947,-124.482,4,"other",0.058,7.2,NA,"CCTD"
"63687",6,1998,46.29105,-124.4942,6,"other",31.042,120,NA,"CCTD"
"63687",6,1998,46.29105,-124.4942,6,"other",31.042,128,NA,"CCTD"
"63687",6,1998,46.29105,-124.4942,6,"other",0.05,8.5,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.078,6.08,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.078,6.46,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.078,6.24,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.01,3.74,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,9.12,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,6.88,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,9.28,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,6.88,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,6.4,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,7.2,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,8.64,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,7.52,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,7.2,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,6.08,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,9.28,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,7.36,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,8.8,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,7.36,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,8,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,6.88,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,10.2,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,8,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,8.8,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,8,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,8.96,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,5.6,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,9.6,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,8,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,8.48,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,8.48,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,9.6,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,9.6,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,7.68,NA,"CCTD"
"63689",6,1998,46.29105,-124.4942,2,"other",0.829,8.32,NA,"CCTD"
"63973",7,1998,46.6256,-124.3337,6,"other",21.007,132,NA,"CCTD"
"63973",7,1998,46.6256,-124.3337,6,"other",21.007,117,NA,"CCTD"
"63975",7,1998,46.6256,-124.3337,7,"other",14.785,127,NA,"CCTD"
"63985",7,1998,46.55968,-124.3628,8,"other",72.224,205,NA,"CCTD"
"63986",7,1998,46.55968,-124.3628,5,"other",44.399,168,NA,"CCTD"
"63987",7,1998,46.55968,-124.3628,7,"other",69.808,166,NA,"CCTD"
"63987",7,1998,46.55968,-124.3628,7,"other",69.808,168,NA,"CCTD"
"63989",7,1998,46.55968,-124.3628,6,"other",16.466,136,NA,"CCTD"
"63990",7,1998,46.55968,-124.3628,7,"other",67.737,196,NA,"CCTD"
"63991",7,1998,46.55968,-124.3628,6,"other",9.906,118,NA,"CCTD"
"63992",7,1998,46.55968,-124.3628,7,"other",0.181,85,NA,"CCTD"
"63992",7,1998,46.55968,-124.3628,7,"other",33.979,166,NA,"CCTD"
"64001",7,1998,46.49322,-124.3884,7,"other",10.455,126,NA,"CCTD"
"64001",7,1998,46.49322,-124.3884,7,"other",46.501,189,NA,"CCTD"
"64002",7,1998,46.49322,-124.3884,5,"other",43.457,182,NA,"CCTD"
"64003",7,1998,46.49322,-124.3884,5,"other",20.783,134,NA,"CCTD"
"64004",7,1998,46.49322,-124.3884,6,"other",36.24,177,NA,"CCTD"
"64005",7,1998,46.49322,-124.3884,7,"other",75.726,210,NA,"CCTD"
"64006",7,1998,46.49322,-124.3884,7,"other",79,216,NA,"CCTD"
"64007",7,1998,46.49322,-124.3884,6,"other",70.292,208,NA,"CCTD"
"64008",7,1998,46.49322,-124.3884,8,"other",80.881,220,NA,"CCTD"
"64009",7,1998,46.49322,-124.3884,7,"other",82.485,224,NA,"CCTD"
"64011",7,1998,46.49322,-124.3884,6,"other",3.513,92,NA,"CCTD"
"64012",7,1998,46.49322,-124.3884,6,"other",66.919,221,NA,"CCTD"
"64015",7,1998,46.49322,-124.3884,7,"other",151.28,226,NA,"CCTD"
"64015",7,1998,46.49322,-124.3884,7,"other",151.28,198,NA,"CCTD"
"64051",7,1998,45.96858,-124.164,6,"other",8.38,115,NA,"CCTD"
"64052",7,1998,45.96858,-124.164,5,"other",8.863,118,NA,"CCTD"
"64053",7,1998,45.96858,-124.164,7,"other",8.24,115,NA,"CCTD"
"64054",7,1998,45.96858,-124.164,6,"other",65,172,NA,"CCTD"
"64059",7,1998,45.96858,-124.164,7,"other",10.743,95,NA,"CCTD"
"64061",7,1998,45.96858,-124.164,6,"other",15.58,116,NA,"CCTD"
"64061",7,1998,45.96858,-124.164,6,"other",15.58,109,NA,"CCTD"
"64077",7,1998,46.04772,-124.2775,8,"other",69.946,160,NA,"CCTD"
"64118",7,1998,46.61508,-124.2752,6,"other",28.705,160,NA,"CCTD"
"64118",7,1998,46.61508,-124.2752,6,"other",28.273,161,NA,"CCTD"
"64120",7,1998,46.61508,-124.2752,6,"other",31.483,160,NA,"CCTD"
"64121",7,1998,46.61508,-124.2752,7,"other",8.623,116,NA,"CCTD"
"64123",7,1998,46.61508,-124.2752,6,"other",30.671,158,NA,"CCTD"
"64124",7,1998,46.61508,-124.2752,6,"other",25.521,162,NA,"CCTD"
"64125",7,1998,46.61508,-124.2752,6,"other",11.892,129,NA,"CCTD"
"64125",7,1998,46.61508,-124.2752,6,"other",35.151,162,NA,"CCTD"
"64126",7,1998,46.61508,-124.2752,6,"other",52.153,182,NA,"CCTD"
"64127",7,1998,46.61508,-124.2752,7,"other",4.412,78,NA,"CCTD"
"64129",7,1998,46.61508,-124.2752,6,"other",9.974,122,NA,"CCTD"
"64130",7,1998,46.61508,-124.2752,6,"other",47.92,150,NA,"CCTD"
"64130",7,1998,46.61508,-124.2752,6,"other",47.92,151,NA,"CCTD"
"64131",7,1998,46.61508,-124.2752,4,"other",29.249,156,NA,"CCTD"
"64132",7,1998,46.61508,-124.2752,5,"other",0.475,40,NA,"CCTD"
"64132",7,1998,46.61508,-124.2752,5,"other",25.506,160,NA,"CCTD"
"64134",7,1998,46.61508,-124.2752,6,"other",18.754,95,NA,"CCTD"
"64135",7,1998,46.61508,-124.2752,5,"other",13.95,100,NA,"CCTD"
"64136",7,1998,46.61508,-124.2752,6,"other",50.095,168,NA,"CCTD"
"64136",7,1998,46.61508,-124.2752,6,"other",50.095,145,NA,"CCTD"
"64248",7,1998,45.95398,-124.0514,6,"other",10.196,90,NA,"CCTD"
"64261",7,1998,45.95398,-124.0514,6,"other",3.691,65,NA,"CCTD"
"64261",7,1998,45.95398,-124.0514,6,"other",3.691,87,NA,"CCTD"
"64262",7,1998,45.95398,-124.0514,6,"other",1.136,56,NA,"CCTD"
"64266",7,1998,45.95398,-124.0514,6,"other",8.064,95,NA,"CCTD"
"64285",7,1998,46.1142,-124.1621,6,"other",27.82,98,NA,"CCTD"
"64285",7,1998,46.1142,-124.1621,6,"other",13.235,145,NA,"CCTD"
"64294",7,1998,46.1142,-124.1621,4,"other",0.082,46,NA,"CCTD"
"64354",7,1998,46.09237,-124.3012,6,"other",36.311,140,NA,"CCTD"
